n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,expected_response,match,node_font,node_color,edge_width,task_id,attempt,num_nodes
2,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,3,4
2,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,1,4
2,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," [3, 1, 4, 2]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,2,4
2,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," [3, 1, 4, 2]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,3,4
2,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,1,4
2,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,2,4
2,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,3,4
2,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,1,4
2,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,2,4
2,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,3,4
2,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,1,4
2,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," [3, 1, 4, 2]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,2,4
2,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-6_gen-2_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b951926b-8e6c-4ec4-9be2-57622886de04.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,b951926b-8e6c-4ec4-9be2-57622886de04,3,4
3,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,1,8
3,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,2,8
3,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,3,8
3,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,1,8
3,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,2,8
3,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,3,8
3,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,1,8
3,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,2,8
3,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-481961ed-9c82-4a0d-ba3c-dbe2cd938b44.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,481961ed-9c82-4a0d-ba3c-dbe2cd938b44,3,8
3,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,1,8
3,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,2,8
3,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,3,8
3,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,1,8
3,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,2,8
3,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,3,8
3,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,1,8
3,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,2,8
3,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-cc31eece-6dad-44c8-a87a-60823b5a9d90.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,cc31eece-6dad-44c8-a87a-60823b5a9d90,3,8
3,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,1,8
3,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,2,8
3,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," ```python\ngraph = {1: [2], 2: [3, 8], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8]}\n```","{1: [2], 2: [1, 3, 8], 3: [2, 4], 4: [3, 5], 5: [4, 6], 6: [5, 7], 7: [6, 8], 8: [7, 2]}",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,3,8
3,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,1,8
3,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,2,8
3,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," [1, 2, 8, 7, 6, 5, 4, 3]","[1, 2, 3, 4, 5, 6, 7, 8]",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,3,8
3,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,1,8
3,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,2,8
3,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-ccfb1243-c2e0-42ea-bf42-24b2ae3f1360.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 8, 4, 7, 5, 6]",False,sans-serif,#fee4b3,1.0,ccfb1243-c2e0-42ea-bf42-24b2ae3f1360,3,8
1,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,1,6
1,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,2,6
1,1,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,3,6
1,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," [3, 4, 5, 6, 2, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,1,6
1,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," [3, 4, 5, 6, 2, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,2,6
1,1,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," [3, 4, 2, 1, 5, 6]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,3,6
1,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," [2, 3, 4, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,1,6
1,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," [3, 2, 4, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,2,6
1,1,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-42be67e0-14d5-4449-a6be-cd59172b4eb1.png," [3, 2, 4, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,42be67e0-14d5-4449-a6be-cd59172b4eb1,3,6
1,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,1,6
1,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,2,6
1,2,1,directed_graph,Provide a single-line python dictionary representing the adjacency list of the directed graph.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," ```python\ngraph = {1: [2], 2: [4], 3: [4], 4: [5], 5: [6]}\n```","{1: [2], 2: [3], 3: [4], 4: [5, 2], 5: [6], 6: []}",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,3,6
1,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," [3, 4, 5, 6, 2, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,1,6
1,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," [3, 4, 5, 6, 2, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,2,6
1,2,1,directed_graph,Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," [3, 4, 5, 6, 2, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,3,6
1,2,1,directed_graph,Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.,,images/directed_graph/dg_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-049f6336-dc1f-4ee9-9946-2297e16f5013.png," [3, 2, 4, 5, 6, 1]","[1, 2, 3, 4, 5, 6]",False,sans-serif,#fee4b3,1.0,049f6336-dc1f-4ee9-9946-2297e16f5013,1,6
